"pair","carrier","dist","pass","port1","port2","carrier_name"
"LAX-SAT","DL",1211,99321,"LAX","SAT","Delta"
"DAL-IND","WN",755,99275,"DAL","IND","Southwest"
"DTW-MIA","AA",1145,99217,"DTW","MIA","American"
"DFW-IAH","UA",224,99133,"DFW","IAH","United"
"ISP-PBI","F9",1052,99051,"ISP","PBI","Frontier"
"CLT-VPS","AA",460,99011,"CLT","VPS","American"
"PHL-SLC","DL",1927,98922,"PHL","SLC","Delta"
"SJU-TPA","NK",1237,98822,"SJU","TPA","Spirit"
"MIA-SLC","DL",2088,98616,"MIA","SLC","Delta"
"ISP-TPA","F9",1034,98593,"ISP","TPA","Frontier"
"BDL-DEN","UA",1671,98560,"BDL","DEN","United"
"ORD-PHX","F9",1440,98528,"ORD","PHX","Frontier"
"CLT-PDX","AA",2282,98507,"CLT","PDX","American"
"DTW-EWR","DL",488,98468,"DTW","EWR","Delta"
"BHM-DFW","AA",597,98422,"BHM","DFW","American"
"DAL-MEM","WN",423,98168,"DAL","MEM","Southwest"
"ORD-SLC","AA",1250,98133,"ORD","SLC","American"
"EWR-MSP","DL",1008,97940,"EWR","MSP","Delta"
"IAD-MSP","OO",908,97864,"IAD","MSP","Skywest"
"FLL-TPA","WN",197,97797,"FLL","TPA","Southwest"
"IAH-LAS","F9",1222,97607,"IAH","LAS","Frontier"
"DTW-IAH","NK",1075,97585,"DTW","IAH","Spirit"
"LAS-TPA","F9",1984,97508,"LAS","TPA","Frontier"
"FCA-SLC","OO",531,97505,"FCA","SLC","Skywest"
"LAS-TPA","NK",1984,97369,"LAS","TPA","Spirit"
"LAX-LIH","AA",2615,97317,"LAX","LIH","American"
"HOU-IND","WN",861,97291,"HOU","IND","Southwest"
"DTW-LAS","F9",1749,97264,"DTW","LAS","Frontier"
"HNL-LGB","WN",2569,97232,"HNL","LGB","Southwest"
"MCO-MEM","WN",684,97184,"MCO","MEM","Southwest"
"BWI-IAH","NK",1235,97155,"BWI","IAH","Spirit"
"FLL-PIT","WN",994,97113,"FLL","PIT","Southwest"
"CLE-PHX","F9",1737,97066,"CLE","PHX","Frontier"
"PHX-TPA","WN",1788,97060,"PHX","TPA","Southwest"
"ATL-GSP","WN",153,96902,"ATL","GSP","Southwest"
"AUS-LAX","OO",1242,96799,"AUS","LAX","Skywest"
"KOA-LAX","DL",2504,96715,"KOA","LAX","Delta"
"EWR-HNL","UA",4962,96653,"EWR","HNL","United"
"ORD-STL","AA",258,96558,"ORD","STL","American"
"PHX-PIT","WN",1814,96546,"PHX","PIT","Southwest"
"BWI-LAX","NK",2329,96496,"BWI","LAX","Spirit"
"COS-DEN","OO",73,96460,"COS","DEN","Skywest"
"DFW-DSM","AA",624,96459,"DFW","DSM","American"
"DEN-EGE","OO",120,96392,"DEN","EGE","Skywest"
"DEN-LAX","F9",862,96386,"DEN","LAX","Frontier"
"EWR-SFO","AS",2565,96283,"EWR","SFO","Alaska"
"DCA-LAS","AA",2089,96135,"DCA","LAS","American"
"COS-LAS","F9",604,96051,"COS","LAS","Frontier"
"ACY-TPA","NK",913,96007,"ACY","TPA","Spirit"
"AUS-LAS","NK",1090,95880,"AUS","LAS","Spirit"
"COS-MDW","WN",917,95744,"COS","MDW","Southwest"
"ATL-CHA","DL",106,95735,"ATL","CHA","Delta"
"EUG-SLC","OO",618,95637,"EUG","SLC","Skywest"
"MSP-ORD","AA",334,95575,"MSP","ORD","American"
"BDL-PBI","B6",1133,95573,"BDL","PBI","Jetblue"
"DEN-KOA","UA",3329,95463,"DEN","KOA","United"
"JAX-MIA","AA",335,95416,"JAX","MIA","American"
"BWI-TPA","NK",842,95387,"BWI","TPA","Spirit"
"ATL-BOS","B6",946,95377,"ATL","BOS","Jetblue"
"MDW-PVD","WN",842,95337,"MDW","PVD","Southwest"
"DTW-PHL","DL",453,95295,"DTW","PHL","Delta"
"DEN-DSM","OO",589,95219,"DEN","DSM","Skywest"
"LAS-PHL","F9",2176,95210,"LAS","PHL","Frontier"
"RNO-SLC","OO",422,95201,"RNO","SLC","Skywest"
"CLT-OKC","AA",940,95178,"CLT","OKC","American"
"DEN-FAT","OO",844,95169,"DEN","FAT","Skywest"
"DEN-HDN","OO",141,95145,"DEN","HDN","Skywest"
"IND-LAS","NK",1590,95077,"IND","LAS","Spirit"
"RNO-SEA","AS",564,94990,"RNO","SEA","Alaska"
"DCA-LAX","DL",2311,94904,"DCA","LAX","Delta"
"BDL-MSP","DL",1050,94852,"BDL","MSP","Delta"
"LAX-MCI","WN",1363,94795,"LAX","MCI","Southwest"
"GEG-PHX","WN",1020,94755,"GEG","PHX","Southwest"
"BOS-PHX","B6",2300,94726,"BOS","PHX","Jetblue"
"OGG-SEA","DL",2640,94608,"OGG","SEA","Delta"
"ATL-IAH","UA",689,94606,"ATL","IAH","United"
"MCI-PHX","AA",1044,94577,"MCI","PHX","American"
"ATL-EWR","B6",746,94532,"ATL","EWR","Jetblue"
"RDM-SFO","OO",462,94423,"RDM","SFO","Skywest"
"DEN-GRR","WN",1015,94393,"DEN","GRR","Southwest"
"PHX-YUM","OO",160,94285,"PHX","YUM","Skywest"
"CLE-TPA","NK",927,94218,"CLE","TPA","Spirit"
"DEN-MSN","UA",826,94169,"DEN","MSN","United"
"DEN-MTJ","OO",196,94160,"DEN","MTJ","Skywest"
"CVG-TPA","DL",773,94122,"CVG","TPA","Delta"
"FAI-SEA","DL",1533,94023,"FAI","SEA","Delta"
"MSY-SEA","AS",2086,94022,"MSY","SEA","Alaska"
"BNA-RSW","WN",722,94001,"BNA","RSW","Southwest"
"OMA-SEA","AS",1368,93907,"OMA","SEA","Alaska"
"DEN-SBA","UA",916,93784,"DEN","SBA","United"
"KOA-LAX","AA",2504,93708,"KOA","LAX","American"
"BWI-MYR","NK",399,93626,"BWI","MYR","Spirit"
"HNL-LAX","AS",2556,93567,"HNL","LAX","Alaska"
"DEN-SEA","F9",1024,93507,"DEN","SEA","Frontier"
"OGG-ORD","UA",4184,93449,"OGG","ORD","United"
"ISP-PBI","WN",1052,93432,"ISP","PBI","Southwest"
"LIH-PHX","AA",2979,93385,"LIH","PHX","American"
"LAX-OAK","OO",337,93360,"LAX","OAK","Skywest"
"LAS-OAK","F9",407,93339,"LAS","OAK","Frontier"
"BQN-MCO","NK",1129,93298,"BQN","MCO","Spirit"
"LAS-SFO","OO",414,93214,"LAS","SFO","Skywest"
"LAS-RDU","F9",2026,93152,"LAS","RDU","Frontier"
"FAT-SEA","OO",748,93090,"FAT","SEA","Skywest"
"BNA-DEN","UA",1014,93034,"BNA","DEN","United"
"MSP-STL","OO",448,93023,"MSP","STL","Skywest"
"MFR-SEA","OO",352,92661,"MFR","SEA","Skywest"
"ASE-DFW","OO",701,92582,"ASE","DFW","Skywest"
"CVG-DEN","WN",1069,92438,"CVG","DEN","Southwest"
"ONT-SFO","OO",363,92348,"ONT","SFO","Skywest"
"ATL-DAY","DL",432,92332,"ATL","DAY","Delta"
"ICT-ORD","OO",588,92313,"ICT","ORD","Skywest"
"LAX-SAN","OO",109,92288,"LAX","SAN","Skywest"
"EUG-SFO","OO",451,92194,"EUG","SFO","Skywest"
"DTW-SEA","AS",1927,92051,"DTW","SEA","Alaska"
"LAS-SEA","F9",867,92042,"LAS","SEA","Frontier"
"OGG-PDX","HA",2562,91790,"OGG","PDX","Hawaiian"
"BDL-TPA","B6",1111,91737,"BDL","TPA","Jetblue"
"OGG-SFO","HA",2338,91574,"OGG","SFO","Hawaiian"
"RDM-SLC","OO",525,91564,"RDM","SLC","Skywest"
"DFW-HRL","OO",461,91466,"DFW","HRL","Skywest"
"DEN-PDX","AS",991,91404,"DEN","PDX","Alaska"
"PHX-SBP","OO",509,91339,"PHX","SBP","Skywest"
"DEN-EUG","OO",996,91315,"DEN","EUG","Skywest"
"CLT-MKE","AA",651,91179,"CLT","MKE","American"
"LAS-ONT","F9",197,90920,"LAS","ONT","Frontier"
"DEN-RIC","UA",1482,90883,"DEN","RIC","United"
"DEN-RSW","WN",1607,90872,"DEN","RSW","Southwest"
"LGA-TPA","WN",1010,90870,"LGA","TPA","Southwest"
"BWI-LAS","NK",2106,90851,"BWI","LAS","Spirit"
"EWR-SRQ","UA",1034,90780,"EWR","SRQ","United"
"IND-SEA","AS",1866,90705,"IND","SEA","Alaska"
"EWR-PDX","UA",2434,90693,"EWR","PDX","United"
"CVG-TPA","F9",773,90684,"CVG","TPA","Frontier"
"OAK-OGG","HA",2349,90641,"OAK","OGG","Hawaiian"
"OGG-SMF","WN",2404,90621,"OGG","SMF","Southwest"
"LAX-OGG","WN",2486,90607,"LAX","OGG","Southwest"
"OKC-SLC","OO",866,90561,"OKC","SLC","Skywest"
"ORD-SRQ","UA",1050,90496,"ORD","SRQ","United"
"MDW-MHT","WN",838,90431,"MDW","MHT","Southwest"
"RDU-SLC","DL",1823,90287,"RDU","SLC","Delta"
"CLT-GRR","AA",583,90230,"CLT","GRR","American"
"JAX-ORD","UA",864,90179,"JAX","ORD","United"
"BTR-DFW","OO",383,90166,"BTR","DFW","Skywest"
"ACY-MYR","NK",466,90087,"ACY","MYR","Spirit"
"ATL-OMA","WN",821,90069,"ATL","OMA","Southwest"
"DCA-DEN","UA",1476,90047,"DCA","DEN","United"
"HOU-SLC","WN",1214,90039,"HOU","SLC","Southwest"
"ABQ-MDW","WN",1121,90027,"ABQ","MDW","Southwest"
"CLT-DEN","OO",1337,89860,"CLT","DEN","Skywest"
"BDL-TPA","WN",1111,89743,"BDL","TPA","Southwest"
"IND-MIA","AA",1020,89498,"IND","MIA","American"
"CVG-LAS","DL",1678,89343,"CVG","LAS","Delta"
"MCO-STT","NK",1246,89258,"MCO","STT","Spirit"
"CLE-RSW","UA",1025,89156,"CLE","RSW","United"
"CVG-FLL","DL",932,89141,"CVG","FLL","Delta"
"LAS-SLC","F9",368,89124,"LAS","SLC","Frontier"
"EWR-STT","UA",1634,89110,"EWR","STT","United"
"HNL-ONT","HA",2603,89092,"HNL","ONT","Hawaiian"
"COS-SLC","OO",411,89006,"COS","SLC","Skywest"
"HNL-PDX","AS",2603,88942,"HNL","PDX","Alaska"
"DTW-JAX","DL",813,88905,"DTW","JAX","Delta"
"AUS-LAX","B6",1242,88758,"AUS","LAX","Jetblue"
"CVG-ORD","OO",264,88596,"CVG","ORD","Skywest"
"CLT-CVG","AA",335,88580,"CLT","CVG","American"
"RDM-SEA","OO",228,88462,"RDM","SEA","Skywest"
"KOA-SEA","DL",2688,88362,"KOA","SEA","Delta"
"BIS-DEN","OO",516,88343,"BIS","DEN","Skywest"
"FLL-MCO","WN",177,88279,"FLL","MCO","Southwest"
"PHX-SFO","OO",651,88203,"PHX","SFO","Skywest"
"AUS-LAX","NK",1242,88199,"AUS","LAX","Spirit"
"JFK-ORD","AA",740,87996,"JFK","ORD","American"
"LAX-MCI","NK",1363,87825,"LAX","MCI","Spirit"
"IAD-MIA","UA",921,87759,"IAD","MIA","United"
"DEN-TUL","OO",541,87290,"DEN","TUL","Skywest"
"MSY-ORD","AA",836,87209,"MSY","ORD","American"
"BUF-TPA","WN",1053,87143,"BUF","TPA","Southwest"
"BNA-OAK","WN",1959,87123,"BNA","OAK","Southwest"
"HNL-SAN","AS",2614,87118,"HNL","SAN","Alaska"
"DEN-JAX","WN",1447,87082,"DEN","JAX","Southwest"
"MDW-SAT","WN",1036,87006,"MDW","SAT","Southwest"
"OGG-SAN","HA",2541,87006,"OGG","SAN","Hawaiian"
"LGA-TPA","B6",1010,87002,"LGA","TPA","Jetblue"
"AUS-OAK","WN",1497,86976,"AUS","OAK","Southwest"
"MCO-PVD","F9",1072,86843,"MCO","PVD","Frontier"
"PDX-SNA","AS",859,86837,"PDX","SNA","Alaska"
"BHM-DEN","OO",1083,86798,"BHM","DEN","Skywest"
"AUS-LGB","WN",1226,86781,"AUS","LGB","Southwest"
"BUF-DEN","WN",1359,86776,"BUF","DEN","Southwest"
"BDL-FLL","NK",1173,86717,"BDL","FLL","Spirit"
"LAS-MSP","NK",1299,86706,"LAS","MSP","Spirit"
"OMA-STL","WN",342,86684,"OMA","STL","Southwest"
"HNL-PHX","WN",2917,86674,"HNL","PHX","Southwest"
"CLE-LAX","NK",2052,86437,"CLE","LAX","Spirit"
"MCO-MKE","F9",1066,86363,"MCO","MKE","Frontier"
"CLT-FLL","NK",632,86353,"CLT","FLL","Spirit"
"MSY-PHX","AA",1300,86312,"MSY","PHX","American"
"ORD-SBN","OO",84,86283,"ORD","SBN","Skywest"
"DCA-FLL","WN",899,86216,"DCA","FLL","Southwest"
"LGA-MIA","F9",1096,86167,"LGA","MIA","Frontier"
"PHX-SGU","OO",262,86097,"PHX","SGU","Skywest"
"ECP-STL","WN",634,86075,"ECP","STL","Southwest"
"IAD-JAX","UA",630,86031,"IAD","JAX","United"
"ANC-LAX","AS",2345,85992,"ANC","LAX","Alaska"
"JFK-RSW","DL",1074,85955,"JFK","RSW","Delta"
"ATL-SDF","WN",321,85944,"ATL","SDF","Southwest"
"CLT-TUL","AA",842,85819,"CLT","TUL","American"
"MCO-RIC","B6",667,85807,"MCO","RIC","Jetblue"
"DEN-MEM","OO",872,85638,"DEN","MEM","Skywest"
"PHX-TUL","WN",935,85590,"PHX","TUL","Southwest"
"BNA-PHX","AA",1449,85560,"BNA","PHX","American"
"CLT-PHL","F9",449,85552,"CLT","PHL","Frontier"
"MDW-ORF","WN",704,85519,"MDW","ORF","Southwest"
"BWI-SLC","DL",1865,85488,"BWI","SLC","Delta"
"GRR-ORD","UA",137,85477,"GRR","ORD","United"
"MCO-RDU","F9",534,85450,"MCO","RDU","Frontier"
"SEA-SFO","DL",679,85365,"SEA","SFO","Delta"
"BZN-DEN","OO",524,85328,"BZN","DEN","Skywest"
"BOS-CHS","B6",818,85325,"BOS","CHS","Jetblue"
"BQN-FLL","NK",982,85321,"BQN","FLL","Spirit"
"EWR-SJU","F9",1608,85256,"EWR","SJU","Frontier"
"KOA-OAK","WN",2378,85248,"KOA","OAK","Southwest"
"FAR-MSP","DL",223,85247,"FAR","MSP","Delta"
"HOU-JAN","WN",359,84799,"HOU","JAN","Southwest"
"BOS-LAS","DL",2381,84516,"BOS","LAS","Delta"
"DFW-FWA","OO",859,84511,"DFW","FWA","Skywest"
"ATL-SAT","WN",874,84496,"ATL","SAT","Southwest"
"FLL-IND","WN",1005,84330,"FLL","IND","Southwest"
"DEN-IND","F9",977,84236,"DEN","IND","Frontier"
"LAX-MSY","NK",1670,84219,"LAX","MSY","Spirit"
"DEN-FSD","OO",483,84068,"DEN","FSD","Skywest"
"AUS-JFK","B6",1521,84061,"AUS","JFK","Jetblue"
"IND-RSW","NK",945,84045,"IND","RSW","Spirit"
"MFR-SLC","OO",575,84043,"MFR","SLC","Skywest"
"HOU-LGB","WN",1374,83982,"HOU","LGB","Southwest"
"BOS-PHL","B6",280,83774,"BOS","PHL","Jetblue"
"ORD-ROC","UA",528,83731,"ORD","ROC","United"
"BOS-ORD","B6",867,83703,"BOS","ORD","Jetblue"
"MDW-TUS","WN",1440,83686,"MDW","TUS","Southwest"
"OGG-SLC","DL",2935,83626,"OGG","SLC","Delta"
"MCO-ORF","WN",655,83602,"MCO","ORF","Southwest"
"BUR-JFK","B6",2465,83551,"BUR","JFK","Jetblue"
"OGG-SJC","HA",2355,83478,"OGG","SJC","Hawaiian"
"FAT-SFO","OO",158,83458,"FAT","SFO","Skywest"
"MCO-RIC","NK",667,83424,"MCO","RIC","Spirit"
"DEN-MCI","OO",533,83415,"DEN","MCI","Skywest"
"MEM-SLC","DL",1262,83378,"MEM","SLC","Delta"
"DEN-LGA","B6",1620,83345,"DEN","LGA","Jetblue"
"DFW-MTJ","AA",722,83330,"DFW","MTJ","American"
"ATL-MSY","NK",425,83234,"ATL","MSY","Spirit"
"CPR-DEN","OO",230,83225,"CPR","DEN","Skywest"
"MDW-SFO","WN",1855,83178,"MDW","SFO","Southwest"
"EWR-MSY","UA",1167,83165,"EWR","MSY","United"
"MSP-STL","DL",448,83159,"MSP","STL","Delta"
"CHS-DAL","WN",977,83112,"CHS","DAL","Southwest"
"DFW-JFK","B6",1391,83095,"DFW","JFK","Jetblue"
"FLL-PHL","B6",992,83079,"FLL","PHL","Jetblue"
"CMH-MSP","OO",626,82990,"CMH","MSP","Skywest"
"MIA-ORD","F9",1197,82986,"MIA","ORD","Frontier"
"PHX-RDU","WN",1891,82970,"PHX","RDU","Southwest"
"IAH-TPA","NK",787,82908,"IAH","TPA","Spirit"
"BNA-BOS","B6",942,82882,"BNA","BOS","Jetblue"
"MFR-SFO","OO",329,82848,"MFR","SFO","Skywest"
"SEA-SLC","OO",689,82822,"SEA","SLC","Skywest"
"MKE-STL","WN",317,82655,"MKE","STL","Southwest"
"DFW-PHX","NK",868,82615,"DFW","PHX","Spirit"
"MSY-PHX","WN",1300,82605,"MSY","PHX","Southwest"
"DTW-MCO","F9",957,82526,"DTW","MCO","Frontier"
"SFO-SMF","OO",86,82292,"SFO","SMF","Skywest"
"CLT-DAL","WN",926,82170,"CLT","DAL","Southwest"
"DEN-LIH","UA",3414,82129,"DEN","LIH","United"
"LGB-SJC","WN",324,82109,"LGB","SJC","Southwest"
"DFW-GSP","AA",862,82096,"DFW","GSP","American"
"ALB-MCO","B6",1073,81941,"ALB","MCO","Jetblue"
"MCI-RSW","WN",1155,81934,"MCI","RSW","Southwest"
"CMH-FLL","WN",973,81933,"CMH","FLL","Southwest"
"AUS-SEA","DL",1770,81882,"AUS","SEA","Delta"
"DEN-SDF","WN",1024,81848,"DEN","SDF","Southwest"
"MSN-MSP","OO",228,81746,"MSN","MSP","Skywest"
"FLL-RIC","NK",805,81625,"FLL","RIC","Spirit"
"LGA-RSW","DL",1080,81622,"LGA","RSW","Delta"
"PHX-SLC","OO",507,81570,"PHX","SLC","Skywest"
"CLT-MSP","OO",930,81511,"CLT","MSP","Skywest"
"ORD-PIT","OO",413,81504,"ORD","PIT","Skywest"
"FLL-STX","NK",1140,81367,"FLL","STX","Spirit"
"IAH-JFK","B6",1417,81288,"IAH","JFK","Jetblue"
"DAL-ONT","WN",1200,81258,"DAL","ONT","Southwest"
"DEN-SGU","OO",517,81236,"DEN","SGU","Skywest"
"ORD-PHX","NK",1440,81233,"ORD","PHX","Spirit"
"MCO-SLC","B6",1931,81158,"MCO","SLC","Jetblue"
"CHS-SEA","AS",2415,81155,"CHS","SEA","Alaska"
"PIT-SEA","AS",2125,81101,"PIT","SEA","Alaska"
"GJT-SLC","OO",216,81025,"GJT","SLC","Skywest"
"LAX-LIH","UA",2615,80968,"LAX","LIH","United"
"LAS-RDU","DL",2026,80802,"LAS","RDU","Delta"
"GRR-ORD","OO",137,80794,"GRR","ORD","Skywest"
"HOU-PNS","WN",488,80705,"HOU","PNS","Southwest"
"OKC-STL","WN",462,80683,"OKC","STL","Southwest"
"DFW-IAH","OO",224,80664,"DFW","IAH","Skywest"
"BOS-SAV","B6",901,80563,"BOS","SAV","Jetblue"
"KOA-LAX","HA",2504,80390,"KOA","LAX","Hawaiian"
"LGA-MCO","WN",950,80203,"LGA","MCO","Southwest"
"PHX-RDM","OO",893,80184,"PHX","RDM","Skywest"
"SMF-STL","WN",1679,80146,"SMF","STL","Southwest"
"DFW-SBA","AA",1316,80138,"DFW","SBA","American"
"LGB-OGG","HA",2498,79835,"LGB","OGG","Hawaiian"
"ATL-BZN","DL",1640,79831,"ATL","BZN","Delta"
"CMH-DAL","WN",919,79665,"CMH","DAL","Southwest"
"LAX-LIH","HA",2615,79477,"LAX","LIH","Hawaiian"
"CVG-DEN","DL",1069,79418,"CVG","DEN","Delta"
"CLT-DEN","WN",1337,79367,"CLT","DEN","Southwest"
"LAX-RNO","WN",391,79341,"LAX","RNO","Southwest"
"MSO-MSP","DL",1013,79302,"MSO","MSP","Delta"
"LGA-ORD","OO",733,79271,"LGA","ORD","Skywest"
"DEN-TYS","OO",1162,79266,"DEN","TYS","Skywest"
"MIA-SAT","AA",1143,79257,"MIA","SAT","American"
"BOI-DEN","OO",649,79229,"BOI","DEN","Skywest"
"CMH-LAS","NK",1771,79005,"CMH","LAS","Spirit"
"LAS-TUL","WN",1076,78913,"LAS","TUL","Southwest"
"HNL-ORD","AA",4243,78714,"HNL","ORD","American"
"JFK-SAV","B6",718,78714,"JFK","SAV","Jetblue"
"COS-PHX","F9",551,78657,"COS","PHX","Frontier"
"MSY-SLC","DL",1428,78625,"MSY","SLC","Delta"
"IAH-MSY","WN",305,78564,"IAH","MSY","Southwest"
"ELP-ORD","AA",1236,78526,"ELP","ORD","American"
"BOS-HNL","HA",5095,78486,"BOS","HNL","Hawaiian"
"FLL-PHX","WN",1972,78486,"FLL","PHX","Southwest"
"EWR-SLC","UA",1969,78437,"EWR","SLC","United"
"FAT-PHX","OO",493,78248,"FAT","PHX","Skywest"
"ATL-OKC","WN",761,78174,"ATL","OKC","Southwest"
"ATL-ICT","DL",782,78162,"ATL","ICT","Delta"
"ORD-PBI","UA",1143,78158,"ORD","PBI","United"
"BOS-RIC","B6",474,78117,"BOS","RIC","Jetblue"
"DEN-DTW","F9",1123,78095,"DEN","DTW","Frontier"
"DEN-PSC","OO",852,78091,"DEN","PSC","Skywest"
"PHX-SAN","F9",304,78087,"PHX","SAN","Frontier"
"BNA-ORF","WN",585,78017,"BNA","ORF","Southwest"
"FLL-MCI","WN",1242,77914,"FLL","MCI","Southwest"
"LAS-SAT","F9",1069,77902,"LAS","SAT","Frontier"
"BUF-DTW","DL",241,77888,"BUF","DTW","Delta"
"FLL-JAX","B6",319,77874,"FLL","JAX","Jetblue"
"CLE-DEN","F9",1201,77860,"CLE","DEN","Frontier"
"HNL-SJC","AS",2417,77855,"HNL","SJC","Alaska"
"SDF-TPA","WN",727,77813,"SDF","TPA","Southwest"
"ORD-PIT","UA",413,77805,"ORD","PIT","United"
"FLL-ORD","B6",1182,77781,"FLL","ORD","Jetblue"
"SLC-TUL","OO",926,77639,"SLC","TUL","Skywest"
"BZN-SEA","AS",543,77556,"BZN","SEA","Alaska"
"ORD-RNO","AA",1671,77499,"ORD","RNO","American"
"MCO-PHX","F9",1849,77493,"MCO","PHX","Frontier"
"BWI-IAH","UA",1235,77399,"BWI","IAH","United"
"DCA-PBI","AA",857,77389,"DCA","PBI","American"
"IND-ORD","OO",177,77230,"IND","ORD","Skywest"
"BWI-MSP","WN",936,77194,"BWI","MSP","Southwest"
"CMH-SEA","AS",2016,77156,"CMH","SEA","Alaska"
"BOI-SMF","WN",437,77133,"BOI","SMF","Southwest"
"BNA-SAV","WN",417,77041,"BNA","SAV","Southwest"
"IND-TPA","NK",837,77019,"IND","TPA","Spirit"
"EWR-TPA","F9",997,76999,"EWR","TPA","Frontier"
"MSY-TPA","NK",488,76936,"MSY","TPA","Spirit"
"ATL-SAN","WN",1892,76832,"ATL","SAN","Southwest"
"GEG-SMF","WN",649,76792,"GEG","SMF","Southwest"
"BOS-CLE","B6",563,76602,"BOS","CLE","Jetblue"
"MCI-OAK","WN",1489,76587,"MCI","OAK","Southwest"
"CLT-MDW","WN",584,76565,"CLT","MDW","Southwest"
"BNA-SNA","WN",1772,76428,"BNA","SNA","Southwest"
"BNA-LAX","NK",1797,76382,"BNA","LAX","Spirit"
"ALB-FLL","B6",1204,76354,"ALB","FLL","Jetblue"
"AUS-DCA","WN",1315,76297,"AUS","DCA","Southwest"
"CMH-DEN","UA",1154,76257,"CMH","DEN","United"
"ONT-PDX","AS",838,76253,"ONT","PDX","Alaska"
"OKC-SEA","AS",1519,76217,"OKC","SEA","Alaska"
"BIS-MSP","OO",386,76191,"BIS","MSP","Skywest"
"ORD-PDX","AS",1739,76190,"ORD","PDX","Alaska"
"LAS-LBB","WN",775,76086,"LAS","LBB","Southwest"
"BHM-MDW","WN",570,75989,"BHM","MDW","Southwest"
"MDW-OKC","WN",691,75949,"MDW","OKC","Southwest"
"COS-DFW","OO",592,75908,"COS","DFW","Skywest"
"FSD-ORD","OO",463,75888,"FSD","ORD","Skywest"
"DAL-RSW","WN",1005,75842,"DAL","RSW","Southwest"
"DEN-OMA","OO",472,75835,"DEN","OMA","Skywest"
"ACV-SFO","OO",250,75794,"ACV","SFO","Skywest"
"CVG-DEN","UA",1069,75712,"CVG","DEN","United"
"HOU-OMA","WN",804,75685,"HOU","OMA","Southwest"
"PBI-TTN","F9",985,75677,"PBI","TTN","Frontier"
"ORD-RIC","UA",642,75670,"ORD","RIC","United"
"BHM-DEN","WN",1083,75636,"BHM","DEN","Southwest"
"MDW-MYR","WN",738,75604,"MDW","MYR","Southwest"
"RDU-STL","WN",667,75562,"RDU","STL","Southwest"
"AUS-LAS","F9",1090,75541,"AUS","LAS","Frontier"
"IAH-SLC","UA",1195,75539,"IAH","SLC","United"
"HOU-MEM","WN",484,75535,"HOU","MEM","Southwest"
"EWR-JAX","UA",820,75480,"EWR","JAX","United"
"ORD-SLC","UA",1250,75423,"ORD","SLC","United"
"DEN-DSM","WN",589,75413,"DEN","DSM","Southwest"
"JFK-SRQ","B6",1041,75403,"JFK","SRQ","Jetblue"
"DEN-ICT","WN",420,75385,"DEN","ICT","Southwest"
"HOU-SJC","WN",1621,75384,"HOU","SJC","Southwest"
"EWR-SNA","UA",2434,75348,"EWR","SNA","United"
"LAX-SLC","WN",590,75326,"LAX","SLC","Southwest"
"DFW-SBN","OO",846,75274,"DFW","SBN","Skywest"
"SJC-SLC","OO",584,75265,"SJC","SLC","Skywest"
"BOI-ORD","OO",1437,75260,"BOI","ORD","Skywest"
"BZN-SLC","DL",347,75149,"BZN","SLC","Delta"
"MEM-MSP","OO",700,75144,"MEM","MSP","Skywest"
"AUS-BOS","AA",1698,75119,"AUS","BOS","American"
"DEN-LIT","WN",771,75093,"DEN","LIT","Southwest"
"DCA-SJU","B6",1554,75087,"DCA","SJU","Jetblue"
"MCO-ORD","WN",1005,75067,"MCO","ORD","Southwest"
"MSP-SAT","DL",1097,75054,"MSP","SAT","Delta"
"DFW-LGA","NK",1389,75046,"DFW","LGA","Spirit"
"BIL-MSP","DL",748,75004,"BIL","MSP","Delta"
"ANC-SLC","DL",2125,74960,"ANC","SLC","Delta"
"DFW-PDX","AS",1616,74885,"DFW","PDX","Alaska"
"ATL-SJC","DL",2116,74795,"ATL","SJC","Delta"
"MEM-ORD","OO",491,74782,"MEM","ORD","Skywest"
"SEA-TPA","DL",2520,74708,"SEA","TPA","Delta"
"SBA-SFO","OO",262,74671,"SBA","SFO","Skywest"
"BOS-SEA","B6",2496,74603,"BOS","SEA","Jetblue"
"ORD-RAP","OO",780,74590,"ORD","RAP","Skywest"
"PHL-RDU","AA",337,74589,"PHL","RDU","American"
"FLL-LAX","DL",2343,74585,"FLL","LAX","Delta"
"CLT-MSP","DL",930,74581,"CLT","MSP","Delta"
"OGG-SJC","AS",2355,74515,"OGG","SJC","Alaska"
"DEN-GTF","OO",623,74481,"DEN","GTF","Skywest"
"BWI-MIA","F9",946,74475,"BWI","MIA","Frontier"
"DEN-ELP","OO",563,74468,"DEN","ELP","Skywest"
"PHL-SJU","B6",1576,74449,"PHL","SJU","Jetblue"
"GTF-SLC","OO",463,74376,"GTF","SLC","Skywest"
"MCI-MSP","OO",393,74103,"MCI","MSP","Skywest"
"IAD-SLC","DL",1828,74023,"IAD","SLC","Delta"
"JAX-STL","WN",753,73990,"JAX","STL","Southwest"
"DTW-MEM","OO",610,73955,"DTW","MEM","Skywest"
"BNA-MSP","DL",695,73920,"BNA","MSP","Delta"
"JFK-SEA","B6",2422,73773,"JFK","SEA","Jetblue"
"DEN-HDN","WN",141,73771,"DEN","HDN","Southwest"
"PHX-SLC","F9",507,73770,"PHX","SLC","Frontier"
"FLL-RDU","B6",680,73741,"FLL","RDU","Jetblue"
